Flight_ID,Airline,Source,Destination,Departure_Date,Departure_Time,Arrival_Time,Duration,Total_Stops,Distance_km,Travel_Class,Days_Before_Departure,Season,Weekday,Aircraft_Type,Booking_Channel,Passenger_Count,Price
FL115859,Emirates,Bangkok,Ahmedabad Airport,2026-02-11,06:10,10:43,4h 34m,0,3169.3,Business,49,Winter,Wednesday,,Website,2,89652.77
FL132249,,New York,Chennai,2025-03-31,07:10,3:42 AM,20h 33m,1 stop,14512.4,,45,Summer,Monday,Airbus A380,Mobile App,1,190372.78
FL137994,SpiceJet,Mumbai,Pune,,11:05,11:50 AM,,0,150,Economy,141,Winter,Wednesday,ATR 72,Third-Party,2,2000
FL107302,British Airways,Chennai,London Airport,2025-04-29,03:35,16:30,12h 56m,1 stop,8608.2,Economy,142,Summer,Tuesday,Airbus A350,Third-Party,1,84751.1
FL174885,Qatar Airways,New York,Delhi,2026-06-20,7:20 AM,1:25 AM,18.09,2 stops,11983.6,Economy,7,Monsoon,Saturday,,Mobile App,1,139648.08
FL174095,vistara,Singapore,Kolkata,2026-01-18,17:40,22:04,265 min,non-stop,3052.4,Economy,156,Winter,Sunday,Airbus A380,Travel Agent,2,24188.34
FL125366,Etihad Airways,Dubai,Pune,2026-01-23,20:25,23:38,3h 14m,0,2127.2,Premium Economy,3,Winter,,,Website,2,85351.27
FL171818,qatar airways,Jaipur,Sydney,2026-03-31,21:25,13:12,15h 47m,,10580.1,Premium Economy,38,Summer,Tuesday,Airbus A320,Travel Agent,2,172795.17
FL165329,Indigo,Bangalore,Pune,2026-03-10,2:15 AM,4:47 AM,2h 33m,1,750.8,Economy,49,Summer,Tuesday,Airbus A320,Third-Party,one,3421.21
FL161422,Etihad Airways,AMD,New York,2025-04-01,08:45,02:56,18h 11m,1,13012.0,Economy,33,Summer,Tuesday,Boeing 787 Dreamliner,Mobile App,1,131122.41
FL143283,Qatar Airways,SIN,New York,2026-12-09,4:30 PM,,24h 40m,2,16494.2,Premium Economy,,Winter,,Airbus A320,Website,1,200000
FL172953,,London,Bangalore,2025-11-11,6:00 PM,05:27,11h 27m,0,8547.3,Economy,15,Autumn,Tuesday,,Travel Agent,1,79529.5
FL143806,AirAsia India,Jaipur,Kolkata,2025-04-05,10:20 PM,00:42,2h 22m,non-stop,1459.3,Business,7 days,Summer,,ATR 72,Website,1,25000
FL179476,AirAsia India,Hyderabad,Jaipur,2026-01-30,06:45,08:44,2h 00m,0,1166.3,Premium Economy,0,Winter,Friday,Airbus A320,Website,2,19482.83
FL144300,,Pune,Singapore,2026-09-24,,04:06,421 min,1,3904.6,Economy,10,Monsoon,Thursday,Boeing 787 Dreamliner,Website,3,52319.34
FL194104,Etihad Airways,AMD,Bangkok Airport,2026-06-30,01:10,05:41,4h 31m,0,3137.1,,2,Monsoon,Tuesday,Boeing 787 Dreamliner,Mobile App,2,176373.14
FL117880,AirAsia India,PNQ,Ahmedabad,2026-02-02,9:15 PM,10:26 PM,1h 12m,0,540.4,,20,Winter,Monday,Airbus A321,Website,2,2187.42
FL121140,British Airways,,Doha Airport,2026-06-18,09:40,17:07,7h 28m,non-stop,5429.8,Business,32,Monsoon,Thursday,Airbus A320,Travel Agent,1,107828.89
FL137209,Vistara,New York,Frankfurt,2026-06-11,11:50 AM,20:48,8h 59m,non-stop,6615.1 km,Economy,0,Monsoon,Thursday,Airbus A320,Mobile App,3,108905.36
FL173064,Lufthansa,Frankfurt,Goa,2026-10-26,02:40,1:45 PM,11h 05m,1,7409.7,Economy,22,Autumn,Monday,Airbus A380,Third-Party,2,64120.84
FL183316,AIR INDIA,Ahmedabad,Bangalore,2025-06-25,9:05 PM,23:13,129 min,non-stop,1283.1,Economy,61,Monsoon,Wednesday,Airbus A321,Website,1,
FL114515,Thai Airways,Bangkok Airport,Pune,2026-01-25,5:35 PM,11:25 PM,5h 51m,1,3006.5,,3,Winter,Sunday,Airbus A350,Third-Party,,86888.98
FL134973,Emirates,SIN,Hyderabad,2025-10-04,22:30,04:26,5h 57m,1 stop,3314.3,Business,77,Autumn,Saturday,Airbus A320,Website,1,91500.85
FL150982,Singapore Airlines,,Doha,2025-03-11,02:35,10:20 AM,7h 46m,0,5666.2,Business,22,Summer,Tuesday,Boeing 787 Dreamliner,Third-Party,1,184797.75
FL137949,Singapore Airlines,Sydney,Kolkata,2026-10-12,01:35,14:08,12.56,0,9408.6,Economy,3,Autumn,Monday,Airbus A350,,1,117768.27
FL151146,LUFTHANSA,,Singapore,2026-07-05,18:00,23:41,5h 42m,0,4053.1,Business,0 days,Monsoon,Sunday,Airbus A380,Mobile App,3,200000
FL124309,British Airways,Jaipur,New York,2025-10-04,21:50,16:02,18h 12m,2,12227.8,Economy,5,Autumn,Saturday,Boeing 777,Third-Party,2,161406.47
FL162590,Qatar Airways,,London Airport,2026-03-06,,8:05 PM,11h 01m,1,7345.4 km,Economy,9,Summer,Friday,Airbus A320,Mobile App,1,98830.74
FL167889,Singapore Airlines,New York,Chennai,2026-12-07,20:25,15:49,19h 24m,1,13516.6,Economy,7,,Monday,Airbus A380,Website,2,200000
FL160651,Air India,Goa,Dubai,2026-02-09,1:55 PM,17:19,3h 25m,non-stop,2269.3,Economy,11,Winter,Monday,Boeing 787 Dreamliner,Website,1,
FL174080,GoFirst,,Jaipur,2025-09-23,7:50 AM,,2h 23m,1 stop,558.2,Economy,44,Monsoon,Tuesday,Airbus A320,Third-Party,4,2000
FL113783,Etihad Airways,Kolkata Airport,DXB,2026-10-24,4:05 AM,,5h 08m,non-stop,3612.5,First,44,Autumn,Saturday,Airbus A320,Travel Agent,1,192541.51
FL162774,AirAsia India,Ahmedabad,Chennai Airport,2026-09-28,00:10,4:10 AM,4h 00m,1 stop,1393.1,Premium Economy,29,Monsoon,Monday,Airbus A320,Website,3,7766.82
FL101606,British Airways,,Doha,2026-01-07,8:20 PM,12:10 AM,231 min,0,2609.6,Economy,14,Winter,Wednesday,Airbus A380,Mobile App,2,31264.56
FL170162,AIRASIA INDIA,Pune,Hyderabad,2025-03-01,2:55 AM,4:05 AM,1h 10m,non-stop,522.7,Economy,31,Summer,Saturday,Airbus A321,Website,2,2000
FL135989,GoFirst,Mumbai Airport,AMD,2026-12-21,00:30,01:34,1h 05m,0,449.4,Economy,42,Winter,Monday,Airbus A320,Third-Party,1,2110.9
FL126031,Indigo,,Jaipur,2025-11-16,08:10,12:09,3h 59m,1,1675.7,Economy,28,Autumn,Sunday,,Travel Agent,3,6953.54
FL184387,Indigo,Pune,Bangalore,2026-12-08,4:00 PM,17:30,1h 30m,non-stop,780.1,,120,Winter,Tuesday,Airbus A321,Third-Party,2,
FL112021,Emirates,MAA,Dubai,2026-02-10,8:10 AM,1:35 PM,5h 25m,1 stop,2997.9,Premium Economy,132,Winter,Tuesday,Airbus A380,Third-Party,6,51693.74
FL111844,Lufthansa,GOI,,2025-08-24,04:35,09:16,4h 41m,1,2375.3,Economy,24,Monsoon,Sunday,Airbus A380,Website,1,26850.39
FL180833,Thai Airways,Mumbai,Frankfurt,2026-10-10,6:15 AM,15:13,8h 59m,non-stop,6612.5,Economy,167,Autumn,,Boeing 777,Travel Agent,2,65344.45
FL170110,Etihad Airways,Bangalore Airport,DXB,2025-09-19,1:45 AM,5:58 AM,4h 13m,non-stop,,Premium Economy,2,Monsoon,Friday,,Travel Agent,2,67986.99
FL122387,BRITISH AIRWAYS,Singapore,Ahmedabad,2026-10-27,10:10 PM,04:23,6h 13m,0,4464.4,Economy,0,Autumn,Tuesday,Airbus A350,Website,1,63876.75
FL180850,Etihad Airways,Hyderabad Airport,Singapore Airport,2026-06-01,2:05 AM,6:52 AM,4h 48m,0,3352.7,Premium Economy,98,Monsoon,Monday,Airbus A350,Mobile App,6,54902.07
FL160513,Singapore Airlines,,Frankfurt,2026-07-30,11:25,11:25 PM,12h 00m,1,,Economy,42,Monsoon,Thursday,Boeing 777,Third-Party,1,62942.88
FL173656,Air India,Hyderabad,New York,2026-05-15,02:15,21:38,19.40,1,13370.8,Economy,,Summer,Friday,Airbus A380,Third-Party,2,96547.87
FL143753,Indigo,Goa Airport,Delhi,2026-10-23,16:45,8:15 PM,3h 31m,1,1545.0,,0,Autumn,Friday,ATR 72,Website,2,23872.22
FL163676,Etihad Airways,Pune,Sydney,2025-05-15,13:40,4:28 AM,14h 48m,1,10158.3,Economy,41,Summer,Thursday,Airbus A320,Mobile App,6,117603.32
FL117956,thai airways,Hyderabad Airport,New York,2025-01-08,3:45 AM,11:23 PM,19h 39m,1 stop,13878.5,Economy,40,Winter,Wednesday,Boeing 777,Website,1,93700.8
FL120203,Lufthansa,Singapore,Bangkok,2026-08-14,2:40 AM,5:06 AM,2h 26m,non-stop,1512.0,Economy,4,Monsoon,Friday,Airbus A380,Mobile App,1,25840.06
FL196466,GoFirst,BOM,,2026-01-21,,07:36,106 min,non-stop,993.3,Economy,25,Winter,Wednesday,ATR 72,Travel Agent,5,4970.68
FL110892,Air India,Frankfurt Airport,Ahmedabad,2025-10-28,20:40,5:13 AM,8h 33m,0,6283.6,Economy,7,Autumn,Tuesday,Boeing 787 Dreamliner,Website,1,82981.55
FL101253,Qatar Airways,Doha,Delhi Airport,2025-12-31,18:10,22:03,3h 54m,non-stop,2646.3,Economy,1,Winter,Wednesday,Airbus A380,Third-Party,,62681.5
FL194782,Qatar Airways,Frankfurt,Bangalore,2025-02-07,8:25 AM,,619 min,0,,Economy,,Winter,Friday,Airbus A350,Mobile App,,108885.55
FL102313,Singapore Airlines,PNQ,LHR,2026-01-14,22:40,10:34 AM,11h 55m,1,7645.9,Economy,9,Winter,Wednesday,Airbus A380,Third-Party,1,78585.08
FL100622,British Airways,DXB,Doha,2025-05-24,2:20 PM,15:19,1h 00m,non-stop,385.5,Economy,4,Summer,Saturday,Airbus A380,Airport Counter,1,15000
FL136542,Etihad Airways,Doha,Chennai,2026-08-30,8:55 PM,03:03,6h 08m,1,3492.2,Premium Economy,18,Monsoon,Sunday,Airbus A350,Travel Agent,2,46823.96
FL109903,Qatar Airways,Jaipur,Frankfurt,2026-08-01,5:10 AM,3:11 PM,,1,6412.9,Business,23,Monsoon,,Boeing 777,Third-Party,1,200000
FL191032,Singapore Airlines,Singapore Airport,Ahmedabad,2026-08-10,4:40 PM,00:20,7h 41m,,4268.5,Business,120,Monsoon,Monday,Boeing 787 Dreamliner,Mobile App,1,91126.78
FL171632,Qatar Airways,London Airport,Chennai,2026-11-25,22:40,,13.10,1,8521.4,First,3,Autumn,Wednesday,Boeing 787 Dreamliner,Website,1,200000
FL162742,AirAsia India,DEL,PNQ,2026-05-20,05:55,9:06 AM,,1 stop,1218.4,Economy,12,Summer,Wednesday,Boeing 737,Mobile App,2,6227.62
FL161483,Emirates,BKK,Goa,2025-03-18,19:35,01:33,5h 58m,1,2940.0,Economy,38,,Tuesday,Airbus A350,Website,3,
FL138787,SpiceJet,Kolkata,Goa,2026-08-31,,20:12,2h 43m,0,1727.7,First,4,Monsoon,Monday,ATR 72,Website,5,25000
FL122994,GoFirst,Delhi,BOM,2025-09-26,14:50,4:49 PM,2h 00m,non-stop,1169.6,Economy,152,Monsoon,Friday,Airbus A320,Website,2,4845.51
FL121421,British Airways,Bangkok,Mumbai,2026-10-03,3:05 PM,7:39 PM,4h 35m,,3178.9,Economy,30,Autumn,Saturday,Airbus A320,Airport Counter,3,43206.5
FL131747,Etihad Airways,Chennai,Doha,2026-08-30,00:00,4:50 AM,4h 50m,0,3382.9,Economy,39,Monsoon,Sunday,Boeing 787 Dreamliner,Mobile App,3,29915.08
FL180121,BRITISH AIRWAYS,New York,,2026-08-05,11:50,05:56,18h 06m,1 stop,12567.2,Economy,2,Monsoon,Wednesday,Airbus A320,Third-Party,1,154609.75
FL159309,Lufthansa,Kolkata,Bangkok,2026-12-10,6:15 PM,22:02,228 min,1,1712.6,Economy,122,Winter,Thursday,Boeing 787 Dreamliner,,2,15000
FL111858,Qatar Airways,Sydney,GOI,2025-04-06,1:15 PM,4:19 AM,15h 04m,1,10180.4,Premium Economy,134,Summer,Sunday,Airbus A380,Mobile App,2,122292.19
FL114149,Lufthansa,New York,Goa,2026-01-27,05:20,03:05,21h 45m,2 stops,13953.9,Economy,75,Winter,,Airbus A380,Airport Counter,1,123315.39
FL197948,Singapore Airlines,Goa Airport,Bangkok,2026-08-02,11:45 AM,4:10 PM,4h 25m,non-stop,3060.5,Economy,8,Monsoon,Sunday,Airbus A350,Travel Agent,4,32075.33
FL192524,British Airways,London,Bangkok,2026-01-23,18:00,08:44,14h 45m,1,9768.8,Premium Economy,11,Winter,Friday,Airbus A380,Travel Agent,1,200000
FL188822,SpiceJet,Hyderabad,Chennai Airport,2025-12-15,23:10,03:19,4h 10m,2,541.3,Economy,2,Winter,Monday,ATR 72,Mobile App,2,"Rs. 3,505.30"
FL124603,Qatar Airways,New York Airport,JAI,2026-05-15,13:00,06:42,17h 42m,1 stop,12103.3 km,Economy,23,Summer,Friday,Airbus A350,Third-Party,2,136375.27
FL118323,Vistara,Goa Airport,Delhi,2026-11-23,17:45,,2h 35m,0,1622.2,Business,39,Autumn,Monday,,,1,24714.38
FL141100,Etihad Airways,JFK,DXB,2025-08-14,10:55 AM,3:22 AM,16h 27m,1,11645.6,Economy,21,,Thursday,Airbus A350,Travel Agent,2,146626.8
FL135143,Vistara,Bangalore,Delhi,2026-04-21,19:45,22:36,172 min,non-stop,1842.1,Economy,24,Summer,Tuesday,,Website,,
FL184989,Singapore Airlines,LHR,Pune,2025-03-25,01:15,13:01,11h 47m,1,7429.8,Premium Economy,10,Summer,Tuesday,Airbus A350,Airport Counter,1,164216.03
FL141041,Singapore Airlines,Mumbai,Singapore,2025-01-23,4:30 PM,11:26 PM,6h 56m,1 stop,4112.9,Economy,24,Winter,Thursday,Boeing 787 Dreamliner,Mobile App,1,49014.57
FL119255,Lufthansa,JAI,New York,2026-04-25,3:05 AM,18:55,15h 51m,0,11967.0,Economy,6,Summer,Saturday,Boeing 777,Website,3,200000
FL119111,Air India,Mumbai,Bangalore,2025-09-11,08:05,09:41,97 min,0,868.7,Economy,136,Monsoon,Thursday,,Airport Counter,2,3509.67
FL142511,Vistara,London Airport,Hyderabad,2026-07-31,11:40 PM,10:18,10h 38m,non-stop,7904.1,Economy,12,Monsoon,Friday,Boeing 787 Dreamliner,Third-Party,1,99901.89
FL189962,GoFirst,Ahmedabad Airport,Hyderabad,2026-04-11,8:25 AM,11:34 AM,3h 10m,1,949.1,Economy,131,Summer,Saturday,Airbus A320,Third-Party,1,4434.67
FL193081,Singapore Airlines,BKK,Chennai,2026-04-25,11:10,14:31,3h 22m,0,2229.9,Economy,13,Summer,Saturday,Boeing 787 Dreamliner,Travel Agent,2,29305.7
FL114987,,Dubai,Sydney,2025-08-04,13:25,07:38,18h 14m,1,12626.0,Premium Economy,7,Monsoon,Monday,Airbus A380,Third-Party,6,200000
FL142644,Thai Airways,Hyderabad Airport,Doha,,03:05,9:07 AM,6h 02m,1 stop,3062.3,Economy,36,Winter,Monday,Airbus A380,Travel Agent,1,23025.06
FL194597,Singapore Airlines,Bangalore,LHR,2025-11-01,21:55,10:41 AM,12.77,1,8295.9,Premium Economy,7,Autumn,Saturday,Airbus A350,Mobile App,3,200000
FL172604,Lufthansa,Jaipur,New York,2026-06-16,04:30,9:14 PM,16h 45m,0,12673.2,Economy,26,Monsoon,Tuesday,Airbus A320,Website,3,134827.8
FL180398,Emirates,SYD,Goa,2026-02-21,3:30 AM,20:00,16h 30m,2,10346.3,First,155,Winter,Saturday,Boeing 777,Travel Agent,1,200000
FL151291,British Airways,Delhi,Dubai,2026-07-29,,18:26,4h 41m,1,2328.6,Economy,41,Monsoon,Wednesday,,Mobile App,2,15000
FL177165,Etihad Airways,Bangkok,Jaipur,2026-09-07,3:00 AM,09:18,6h 18m,1,3170.5,First,2,Monsoon,Monday,Boeing 777,Website,2,200000
FL172846,AirAsia India,Ahmedabad,Bangalore,2025-04-26,18:55,22:52,237 min,1 stop,1316.5,Economy,12,,Saturday,Boeing 737,Website,1,5995.62
FL117437,Indigo,Pune,Hyderabad,2026-05-21,6:45 AM,07:54,,0,519.1,Premium Economy,26,Summer,Thursday,Airbus A320,,1,3449.79
FL139903,Emirates,Jaipur,London,2026-03-12,8:40 AM,7:33 PM,10h 53m,1,7096.5,Premium Economy,40,Summer,,Airbus A320,Website,1,71742.47
FL125359,Emirates,Bangkok Airport,Chennai Airport,2026-05-09,6:25 AM,10:48,4h 23m,1 stop,2208.3,Economy,10,Summer,Saturday,Boeing 787 Dreamliner,Website,1,27381.93
FL132156,Etihad Airways,Sydney,,,15:50,09:14,17h 24m,2,11193.7,Economy,35,Winter,Thursday,Airbus A380,Website,3,92656.12
FL155855,Singapore Airlines,DOH,Bangalore,2025-07-12,09:35,14:09,4.57,0,3177.0,Business,59,Monsoon,Saturday,Boeing 787 Dreamliner,Mobile App,3,85539.97
FL109135,British Airways,Kolkata Airport,Doha,2025-05-25,,03:38,5h 29m,non-stop,3883.3,Economy,5,Summer,Sunday,Airbus A380,Third-Party,2,69483.87
FL142310,GoFirst,Pune,MAA,2025-07-25,2:10 PM,,2h 50m,,925.1,Economy,5,Monsoon,Friday,ATR 72,Website,1,5916.05
FL149280,LUFTHANSA,Chennai Airport,SIN,2026-08-11,9:50 PM,3:13 AM,5h 24m,1,2925.8,First,21,Monsoon,Tuesday,Airbus A320,Website,1,148641.72
FL190574,GoFirst,Chennai,Bangalore,2025-05-26,06:25,07:18,0h 54m,non-stop,307.8,Economy,30,Summer,Monday,,Airport Counter,1,2000
FL184223,air india,Doha,New York Airport,2026-12-07,18:55,10:45,15h 51m,1,11023.6,First,18,Winter,Monday,Boeing 787 Dreamliner,Mobile App,1,200000
FL131000,Thai Airways,Pune Airport,Frankfurt,2026-11-03,09:35,8:32 PM,10h 57m,1 stop,6989.1,Economy,74,Autumn,Tuesday,Boeing 787 Dreamliner,Website,1,54579.0
FL138295,Singapore Airlines,Dubai,Mumbai Airport,2025-09-25,22:50,01:58,,non-stop,2059.4,Premium Economy,4,Monsoon,Thursday,Boeing 787 Dreamliner,Travel Agent,3,45247.42
FL126111,BRITISH AIRWAYS,London,Doha,2025-02-17,4:20 AM,13:07,8h 47m,1,5590.1,Economy,40,Winter,Monday,Boeing 777,Mobile App,4,55884.0
FL115297,Lufthansa,London,BOM,2025-12-03,20:55,10:27 AM,13.54,2,7558.5,Economy,26,Winter,Wednesday,,Third-Party,3,78938.35
FL124727,Thai Airways,Kolkata,Frankfurt,2025-01-03,11:25,9:48 PM,10h 24m,non-stop,7716.2,Economy,38,Winter,Friday,Boeing 777,Travel Agent,1,105840.88
FL154995,Emirates,GOI,Bangkok,2025-10-23,5:50 PM,23:25,5h 35m,1 stop,3059.7,Economy,35,Autumn,Thursday,Boeing 787 Dreamliner,Website,1,33101.63
FL184768,air india,,Jaipur Airport,2026-01-29,08:45,1:13 PM,4h 29m,1 stop,2105.8,Economy,23,Winter,Thursday,Airbus A350,Website,1,20253.86
FL181092,Thai Airways,JFK,London,2026-04-22,16:25,00:08,7.73,0,,Economy,2,Summer,Wednesday,Airbus A350,Airport Counter,1,109808.32
FL122593,Singapore Airlines,SYD,Hyderabad,2025-07-23,01:40,3:01 PM,13.35,0,10024.5,Economy,12,Monsoon,Wednesday,Boeing 787 Dreamliner,Mobile App,1,102782.41
FL152353,emirates,Sydney Airport,Dubai,2025-02-18,5:15 AM,11:35 PM,18h 20m,1,12887.6,Economy,7,Winter,Tuesday,Airbus A320,Mobile App,1,164592.83
FL127247,British Airways,Sydney,New York,2026-01-27,05:50,5:36 AM,1426 min,2,16237.4,Economy,42,Winter,Tuesday,Boeing 777,Third-Party,one,113557.59
FL113135,Lufthansa,Dubai Airport,Bangkok Airport,2025-09-28,,09:31,8h 07m,1 stop,5068.4,Economy,165,Monsoon,,Boeing 777,Third-Party,4,48029.95
FL178871,Vistara,LHR,Pune,2025-10-21,21:40,09:20,11h 41m,1 stop,7410.4,Economy,,Autumn,Tuesday,Boeing 777,Travel Agent,2,65123.48
FL196149,Air India,Jaipur Airport,HYD,2026-10-03,3:20 PM,6:37 PM,3h 17m,1 stop,1166.8,Economy,6,Autumn,Saturday,ATR 72,Website,2,7618.75
FL100359,Etihad Airways,Singapore,Chennai,2025-10-19,20:50,02:29,5h 40m,1,2995.0,Economy,20,Autumn,Sunday,Boeing 777,,2,32531.34
FL113382,Lufthansa,Delhi,Singapore Airport,,14:45,8:44 PM,5h 59m,non-stop,4280.8,Business,33,Winter,Thursday,Boeing 787 Dreamliner,,4,101485.88
FL173167,British Airways,Sydney,DXB,2026-08-13,19:50,3:17 PM,19h 28m,2,12153.4,Economy,43,Monsoon,Thursday,Boeing 787 Dreamliner,Website,1,121608.2
FL111263,Lufthansa,Sydney,Ahmedabad,2026-06-15,16:00,08:05,16h 06m,1,11036.6,Economy,1,Monsoon,Monday,Boeing 777,Mobile App,2,200000
FL113993,Etihad Airways,London Airport,Bangkok Airport,2026-05-24,00:00,2:40 PM,14h 40m,1,10025.3,Premium Economy,19,Summer,Sunday,Boeing 787 Dreamliner,Website,4,135263.68
FL137213,Vistara,Bangalore Airport,Ahmedabad,2026-07-24,2:15 PM,16:25,131 min,non-stop,1310.3,Business,9,Monsoon,Friday,Airbus A320,Website,1,25000
FL127232,Lufthansa,PNQ,SYD,2025-03-27,8:40 AM,1:05 AM,16h 25m,,10698.8,Economy,2,Summer,Thursday,Airbus A320,Mobile App,,162778.82
FL132239,Singapore Airlines,Mumbai,DXB,2026-06-13,2:10 PM,5:09 PM,3h 00m,0,1944.6,Economy,40,Monsoon,Saturday,Boeing 787 Dreamliner,Website,4,
FL172931,Lufthansa,Bangkok,CCU,2025-10-18,11:00,1:43 PM,2h 43m,0,1735.2,Economy,17,Autumn,Saturday,Airbus A320,Mobile App,1,25990.13
FL122296,Lufthansa,Dubai,New York,2025-01-18,07:50,00:30,,1,11633.0,Economy,1,Winter,Saturday,,Website,1,"Rs. 184,079.16"
FL160364,VISTARA,Sydney,New York,2026-10-10,07:35,06:28,22h 53m,1,16329.7,Economy,,Autumn,Saturday,Airbus A350,Mobile App,5,200000
FL147844,Air India,Singapore,Jaipur Airport,2025-02-07,10:35,4:33 PM,5h 58m,0,4269.0,Premium Economy,17,Winter,Friday,Airbus A380,Website,2,88884.3
FL123282,Vistara,Pune,Kolkata,2026-02-20,2:35 PM,18:30,3h 56m,1 stop,1604.3,First,96,Winter,Friday,Airbus A320,,1,25000
FL117663,British Airways,Mumbai,JFK,2025-01-22,14:25,09:28,19h 03m,1,13320.6,Economy,,Winter,Wednesday,Boeing 787 Dreamliner,Mobile App,2,101407.55
FL167236,,Bangalore Airport,Dubai Airport,2025-07-31,04:00,08:08,4.14,0,2841.4,Economy,20,Monsoon,Thursday,Boeing 777,Mobile App,2,30407.07
FL163589,AirAsia India,Jaipur,Delhi,2025-02-03,19:40,20:28,0h 49m,0,242.5,Economy,2,Winter,Monday,Airbus A321,Website,4,2692.39
FL102854,,Bangalore,BKK,2025-02-18,06:10,10:03,3h 53m,0,2643.8,Premium Economy,32,Winter,Tuesday,Boeing 777,Website,3,33566.37
FL104662,,Chennai,HYD,2026-10-06,10:30,13:08,2h 39m,1 stop,536.5,Economy,7,Autumn,Tuesday,Airbus A320,Third-Party,1,2196.62
FL173232,Air India,,Pune Airport,2025-05-31,5:45 AM,06:56,1h 12m,0,540.5,Economy,5,Summer,Saturday,Boeing 737,Mobile App,2,4595.02
FL162860,Thai Airways,BLR,Dubai Airport,2026-05-02,14:50,19:54,304 min,1,2755.8,Business,38,Summer,Saturday,Airbus A320,,3,102966.41
FL100843,Qatar Airways,Bangkok Airport,Pune Airport,2026-12-25,02:50,8:32 AM,5.70,1 stop,2988.0,Economy,12,Winter,Friday,Airbus A350,Website,1,34822.07
FL188653,Thai Airways,Jaipur,SIN,2025-06-25,4:25 AM,11:44,7h 20m,1 stop,4369.4,Business,3,Monsoon,Wednesday,Airbus A380,Travel Agent,1,510.7
FL138710,Lufthansa,Dubai Airport,Singapore Airport,2026-11-30,7:00 AM,16:35,9h 36m,1,5916.4,Economy,23,,Monday,Airbus A320,Third-Party,1,54069.21
FL124270,British Airways,Delhi,Bangkok,2026-03-25,11:00 AM,15:14,255 min,non-stop,2924.5,Premium Economy,10,,Wednesday,,Third-Party,one,
FL129044,Singapore Airlines,DEL,FRA,2025-11-19,6:25 PM,04:45,620 min,1,6539.7,Business,19,Autumn,Wednesday,Airbus A350,Website,1,121649.62
FL193876,Qatar Airways,,Bangkok,2025-07-03,04:40,1:43 PM,544 min,1,5413.6,Economy,0 days,Monsoon,Thursday,Airbus A350,Third-Party,3,92116.62
FL141178,Air India,Mumbai Airport,Jaipur,2026-11-20,9:55 AM,12:50 PM,2h 55m,1 stop,922.0,Economy,9,Autumn,Friday,Airbus A320,Travel Agent,4,5397.84
FL175150,Vistara,SYD,Dubai,2025-09-17,8:30 AM,01:39,1030 min,,12082.7,Economy,3,Monsoon,Wednesday,,Travel Agent,3,200000
FL167036,Vistara,London,Bangalore,2025-07-29,01:55,14:36,761 min,1 stop,8360.8,Economy,13,Monsoon,Tuesday,Airbus A350,Third-Party,1,65859.95
FL150582,LUFTHANSA,Ahmedabad,,2025-02-22,10:15,1:36 PM,3.36,non-stop,2227.7,Business,10,Winter,Saturday,Airbus A350,Mobile App,2,114767.76
FL137618,Vistara,Frankfurt,Kolkata,2026-09-06,4:50 PM,4:24 AM,11h 34m,1 stop,7557.4,Economy,23,Monsoon,Sunday,Airbus A320,Travel Agent,4,74483.08
FL174122,SpiceJet,Pune,Jaipur,2025-09-25,,10:02 AM,1h 48m,0,1013.6,Economy,10,Monsoon,Thursday,Airbus A321,Travel Agent,3,5538.81
FL127059,Singapore Airlines,Pune,,2025-04-20,11:10,2:47 PM,3h 37m,0,2432.7,Economy,128,Summer,Sunday,Airbus A350,Website,2,
FL168408,British Airways,SIN,Dubai,2026-04-27,04:45,14:36,9h 52m,1,6095.1,Premium Economy,13,Summer,Monday,Boeing 777,Mobile App,,144550.01
FL152403,emirates,Ahmedabad,Doha,2025-04-28,,3:50 AM,5h 31m,2,2223.0,Premium Economy,3,,Monday,Airbus A320,Mobile App,1,48412.7
FL161280,gofirst,HYD,Delhi,2025-05-19,17:05,20:48,3h 44m,1,1339.4,Economy,26,,Monday,,Website,1,5255.92
FL160704,Etihad Airways,Frankfurt,GOI,2026-03-02,13:30,00:24,10h 54m,1 stop,7331.6,Economy,33,Summer,Monday,Airbus A350,Travel Agent,1,75855.73
FL149628,Thai Airways,,Mumbai Airport,2026-06-19,19:00,01:23,6h 24m,2,3016.0,Economy,12,Monsoon,Friday,Airbus A320,Airport Counter,1,26711.22
FL161866,AIR INDIA,Pune,Kolkata Airport,2026-09-03,9:00 PM,00:45,3.75,1,1586.6,Economy,4,Monsoon,Thursday,Boeing 737,Website,1,8381.06
FL117453,Etihad Airways,DEL,Sydney,2025-01-02,02:25,6:44 PM,16h 19m,1 stop,11195.2,Economy,3,Winter,Thursday,Airbus A380,Third-Party,3,200000
FL104469,British Airways,Doha,Bangalore,2025-08-20,,11:03 PM,,non-stop,3102.6,,10,Monsoon,Wednesday,Airbus A320,Mobile App,1,50904.15
FL146296,British Airways,PNQ,Doha,2025-03-31,12:40,4:26 PM,3h 46m,0,2548.0,Economy,0,Summer,Monday,Airbus A320,Website,1,54963.77
FL127072,,LHR,Goa,2025-06-14,22:25,9:51 AM,,,7642.9 km,First,,Monsoon,Saturday,Airbus A380,Mobile App,1,200000
FL136076,QATAR AIRWAYS,Chennai,New York Airport,2026-07-23,1:05 AM,20:33,19h 29m,1,13540.0,,10,Monsoon,Thursday,Airbus A320,Mobile App,5,131892.78
